3.48210557,2.420391788
3.516278999,3.719750474
4.60649561,3.414379426
4.677010558,3.047244431
4.157724536,3.138676783
3.154430872,3.619858045
3.41751854,4.591641282
1.611246053,3.398355945
4.28808719,4.043969428
3.196079678,4.95114323
1.625839404,4.902399671
2.82894521,3.91445026
2.289667285,5.068968771
2.892061524,3.665294872
2.336349186,4.772561658
3.670274754,3.797302961
2.30717865,4.732628225
3.151305988,3.436485885
4.145024842,2.948518462
2.172534715,3.6488889
3.393903711,4.134472743
1.596443507,4.438757035
3.383485489,4.021196231
5.08330979,4.034777329
1.216444346,4.311743861
4.159391791,2.549392222
2.239252897,4.336730352
2.999184229,5.639462561
3.103846413,3.015625799
2.476124278,4.125080793
3.244735498,2.492394355
2.037392067,5.038154252
0.602112581,5.295117323
4.969475783,3.373682515
3.212646294,3.832633674
4.370328947,4.138337923
3.693234846,3.24528272
3.098390379,3.351924827
3.173077679,3.697120746
2.737141746,3.323358448
3.678942156,3.978154323
2.487949544,3.439113475
3.186736954,3.401539584
3.181911828,1.970437551
4.158831751,2.760190513
2.206978231,4.709942259
2.845488391,5.142620079
4.590795679,4.137440889
2.362544782,4.90779038
2.677908485,1.89395445
1.576057135,4.640446254
3.680843104,4.570685864
2.927457088,3.82770824
3.205886633,3.910873751
3.303601818,3.239950772
2.209998636,3.834058803
2.323852,5.182200198
2.167123066,4.522882641
2.395471759,3.646189005
2.691336733,4.727908381
2.341538808,2.473114388
3.133072415,4.248624699
2.352442079,4.805125901
4.614468138,3.746141713
3.824340227,4.330272487
3.426702118,3.079474859
2.416880668,4.776556556
2.092134523,5.830659287
2.526336307,3.30050546
1.984335432,4.059194801
3.194260217,4.643491277
2.747854735,2.956894444
4.686302859,2.653471839
2.454096941,3.620069994
3.982054297,2.871605986
3.105157651,4.619271518
3.406759164,4.073557711
0.924553295,5.638270352
2.285994577,3.423177213
4.536958063,3.166959625
2.543805377,4.697918071
3.256127162,3.355913764
3.286815227,3.469306936
4.090657233,2.219709973
3.651874931,3.716498649
3.295656948,4.447060878
3.918879952,4.572600458
1.943458719,4.859084642
3.074242144,5.073775505
2.186617389,3.915339768
4.440605917,4.344406368
3.595402596,4.956978949
0.507343597,5.919238195
1.787538535,5.402147228
1.659291245,4.484258503
3.617048452,4.074427198
1.815071753,3.967742735
1.894468363,5.515082614
0.473371018,5.010956416
1.878562621,6.269046344
2.826160475,5.059888004
3.930053669,3.314794965
2.718371153,4.034638655
2.855238646,5.089578781
1.913843224,3.863071327
2.373403688,4.281164856
2.907660623,3.475714559
3.106931079,3.537327944
1.897763093,5.24708035
3.368058773,4.005565662
3.839473439,4.292437892
4.530450046,4.193107976
2.681673841,4.287524828
4.608970813,4.833704278
3.195580045,4.015771375
3.229782536,4.236441381
2.737931384,3.536568267
1.91524776,2.770812311
2.864796396,4.256914542
3.447648162,4.928159726
4.510194429,3.972530714
2.460861588,5.434128046
3.642441174,3.095391427
3.567014633,5.529619164
2.656339027,3.601237193
2.312655502,3.097487531
2.112959977,4.629705937
3.83530819,4.537756613
2.719490431,3.525545147
1.235634277,3.743633628
1.948031413,5.71886393
3.051507369,4.148363283
1.749355728,4.983558245
2.799581066,4.263991617
3.138718254,3.597408876
3.558018934,3.885588196
4.195253351,3.057647966
1.785827188,5.761282282
3.117081363,3.756798975
2.535553328,4.611929844
3.637131341,4.021210056
4.410090222,3.885374022
3.25240922,2.698606862
3.215873488,2.742292222
3.929129518,2.033793452
1.899037832,4.282138082
3.029935062,3.880412264
2.045154758,3.794216019
3.31430383,3.267839085
4.263582201,3.801699793
2.755957227,3.854424762
1.987372846,5.248571021
4.694949402,2.377251333
2.317021882,5.213598007
1.970184753,4.18795754
2.695506973,2.546984387
1.534775977,4.497856299
2.598748036,4.187195569
3.326674795,3.888961196
2.617136711,3.959819927
2.920336186,3.377467366
2.932825411,4.755173388
1.613101067,6.63213118
2.902936037,4.59399736
4.028714716,1.932684481
2.387719373,4.395918383
3.131629224,3.515134953
5.394351841,1.71535659
1.717858362,4.877755602
2.568677353,4.179696229
3.480022127,2.299312931
5.729493557,3.128723519
0.435817071,6.159859842
1.776742472,5.057916767
2.53155437,4.129325029
2.528250277,3.893798435
2.722924525,5.018299221
2.208442192,5.348399732
3.422961233,3.938484304
2.001202848,3.119370886
3.205192708,3.891557377
3.827120333,4.123516044
3.085822704,4.865865782
2.751431472,3.746926024
4.503764681,3.404326719
3.397331373,3.75755001
3.417942186,3.519111975
2.238960425,4.009492086
2.965910404,4.135662352
2.704181202,4.321053966
3.765791892,4.256185905
3.413837374,4.263294706
1.448290948,5.996094016
2.235394433,4.665553636
3.626999907,3.919534693
2.002433796,5.453453986
2.746571483,3.77761325
2.16214312,4.000144268
3.847111487,5.195981008
1.026099438,6.849883996
0.05152467,0.980108341
-0.965621689,1.542638176
-0.038404596,1.159863114
1.329980332,2.204922483
0.426762504,-0.144927063
-0.908264604,0.757407893
-0.744628461,0.948183123
-0.015929705,1.26267455
0.816314533,1.236176053
1.631869915,2.74220659
1.729326287,2.036404904
1.410470366,1.858093353
2.036359405,2.082034506
-0.177947648,1.801800371
0.043761385,0.507930956
0.050341745,1.859693711
0.841814636,1.602219053
0.642955824,1.063228246
-0.357196778,0.757452829
-0.309366517,0.404861532
0.844520188,1.610674069
-0.020873797,0.70719916
-0.209777215,0.924420589
-1.265602543,0.740574816
-1.09435589,0.942279586
-0.84414463,1.441842304
0.444578092,1.89366764
-1.193680865,-0.019545253
-0.26580221,0.127329312
-0.907445017,0.980504833
-0.192456193,1.360322031
-0.978759601,1.264337997
0.222870965,1.730828341
1.124024001,1.800384451
-1.283717936,0.134089498
0.392001495,0.824413303
0.171726565,2.180308062
-0.070310945,0.62592476
0.16453158,1.858174655
-0.700268224,0.045166388
-0.519482845,1.317355761
-1.609221136,0.696784227
1.168249151,1.291190043
0.698016177,1.835762634
-1.319426838,0.327221428
0.497499901,0.83896415
-0.377585687,1.379160114
1.972323667,1.304819673
1.158971242,1.353981363
0.031377872,1.218791606
-0.1663347,0.264565661
-1.276323124,1.03825197
1.984423495,2.195573526
0.863333409,0.704636691
-0.782906862,0.649295743
0.684570506,1.516880684
0.19990872,0.325250876
0.520104176,1.600275925
